,Cell Type,Value,Measurement
11048,Hippocampus CA1 pyramidal cell,113.0,input resistance
11049,Nucleus accumbens core neuron,141.6,input resistance
11050,Nucleus accumbens shell neuron,180.2,input resistance
11051,Nucleus accumbens shell neuron,-35.3,spike threshold
11052,Nucleus accumbens core neuron,137.5,rheobase
11053,Nucleus accumbens shell neuron,124.0,rheobase
11054,Nucleus accumbens core neuron,-78.6,resting membrane potential
11055,Nucleus accumbens core neuron,-33.2,spike threshold
11056,Nucleus accumbens shell neuron,-80.5,resting membrane potential
11057,Nucleus accumbens core neuron,77.1,spike amplitude
11058,Nucleus accumbens shell neuron,15.2,AHP amplitude
11059,Nucleus accumbens shell neuron,2.6,spike width
11060,Nucleus accumbens core neuron,2.57,spike width
11061,Nucleus accumbens core neuron,15.3,AHP amplitude
11062,Nucleus accumbens shell neuron,69.4,spike amplitude
11063,Nucleus of the solitary tract intrinsic cell,61.7,spike amplitude
11064,Nucleus of the solitary tract intrinsic cell,1.11,spike half-width
11065,Nucleus of the solitary tract intrinsic cell,195.39,spike max rise slope
11066,Nucleus of the solitary tract intrinsic cell,66.55,rheobase
11067,Nucleus of the solitary tract intrinsic cell,-93.16,spike max decay slope
11068,Nucleus of the solitary tract intrinsic cell,-59.82,resting membrane potential
11069,Nucleus of the solitary tract intrinsic cell,-26.09,spike threshold
11070,Substantia nigra pars reticulata interneuron GABA,15.1,sag amplitude
11071,Ventral tegmental area dopamine neuron,45.6,sag amplitude
11072,Substantia nigra pars compacta dopaminergic cell,41.0,sag amplitude
11073,Neocortex Martinotti cell,0.52,adaptation ratio
11074,Neocortex Martinotti cell,0.495,spike half-width
11075,Neocortex Martinotti cell,-51.47,spike threshold
11076,Neocortex Martinotti cell,15.02,membrane time constant
11077,Neocortex Martinotti cell,-73.74,resting membrane potential
11078,Neocortex Martinotti cell,299.2,input resistance
11079,Neocortex Martinotti cell,0.5,adaptation ratio
11080,Neocortex Martinotti cell,0.546,spike half-width
11081,Neocortex Martinotti cell,-50.58,spike threshold
11082,Neocortex Martinotti cell,11.15,membrane time constant
11083,Neocortex Martinotti cell,-68.57,resting membrane potential
11084,Neocortex Martinotti cell,294.4,input resistance
11085,Neocortex uncharacterized cell,1.16,spike half-width
11086,Neocortex uncharacterized cell,-9.5,fast AHP amplitude
11087,Neocortex uncharacterized cell,-15.5,medium AHP amplitude
11088,Neocortex uncharacterized cell,-58.1,resting membrane potential
11089,Neocortex uncharacterized cell,11.4,sag ratio
11090,Neocortex uncharacterized cell,66.5,spike amplitude
11091,Neocortex uncharacterized cell,0.95,spike rise time
11092,Neocortex uncharacterized cell,33.1,membrane time constant
11093,Neocortex uncharacterized cell,884.1,input resistance
11094,Neocortex uncharacterized cell,9.9,rheobase
11095,Neocortex uncharacterized cell,20.0,membrane time constant
11096,Neocortex uncharacterized cell,53.6,rheobase
11097,Neocortex uncharacterized cell,10.4,sag ratio
11098,Neocortex uncharacterized cell,9.0,sag ratio
11099,Neocortex uncharacterized cell,469.7,input resistance
11100,Neocortex uncharacterized cell,-70.7,resting membrane potential
11101,Neocortex uncharacterized cell,-67.7,resting membrane potential
11102,Neocortex uncharacterized cell,-13.2,medium AHP amplitude
11103,Neocortex uncharacterized cell,15.7,sag ratio
11104,Neocortex uncharacterized cell,450.8,input resistance
11105,Neocortex uncharacterized cell,67.0,spike amplitude
11106,Neocortex uncharacterized cell,71.2,rheobase
11107,Neocortex uncharacterized cell,-69.1,resting membrane potential
11108,Neocortex uncharacterized cell,-8.6,fast AHP amplitude
11109,Neocortex uncharacterized cell,-12.1,medium AHP amplitude
11110,Neocortex uncharacterized cell,0.87,spike half-width
11111,Neocortex uncharacterized cell,22.3,membrane time constant
11112,Neocortex uncharacterized cell,-9.9,fast AHP amplitude
11113,Neocortex uncharacterized cell,66.7,spike amplitude
11114,Neocortex uncharacterized cell,20.4,membrane time constant
11115,Neocortex uncharacterized cell,53.2,rheobase
11116,Neocortex uncharacterized cell,0.71,spike rise time
11117,Neocortex uncharacterized cell,64.2,spike amplitude
11118,Neocortex uncharacterized cell,-13.1,medium AHP amplitude
11119,Neocortex uncharacterized cell,-10.2,fast AHP amplitude
11120,Neocortex uncharacterized cell,0.69,spike rise time
11121,Neocortex uncharacterized cell,62.9,spike amplitude
11122,Neocortex uncharacterized cell,11.0,sag ratio
11123,Neocortex uncharacterized cell,341.5,input resistance
11124,Neocortex uncharacterized cell,-66.3,resting membrane potential
11125,Neocortex uncharacterized cell,0.93,spike half-width
11126,Neocortex uncharacterized cell,58.5,rheobase
11127,Neocortex uncharacterized cell,-72.2,resting membrane potential
11128,Neocortex uncharacterized cell,19.4,membrane time constant
11129,Neocortex uncharacterized cell,0.86,spike half-width
11130,Neocortex uncharacterized cell,309.4,input resistance
11131,Neocortex uncharacterized cell,-13.4,medium AHP amplitude
11132,Neocortex uncharacterized cell,-11.9,fast AHP amplitude
11133,Neocortex uncharacterized cell,-13.9,medium AHP amplitude
11134,Neocortex uncharacterized cell,0.98,spike half-width
11135,Neocortex uncharacterized cell,65.4,spike amplitude
11136,Neocortex uncharacterized cell,0.81,spike rise time
11137,Neocortex uncharacterized cell,34.8,rheobase
11138,Neocortex uncharacterized cell,0.72,spike rise time
11139,Neocortex uncharacterized cell,348.2,input resistance
11140,Neocortex uncharacterized cell,-13.4,fast AHP amplitude
11141,Neocortex uncharacterized cell,10.9,sag ratio
11142,Neocortex uncharacterized cell,0.76,spike rise time
11143,Neocortex uncharacterized cell,20.6,membrane time constant
11144,Neocortex uncharacterized cell,0.81,spike half-width
11145,Neocortex Martinotti cell,21.49,AHP duration
11146,Neocortex Martinotti cell,13.36,AHP duration
11147,Neocortex Martinotti cell,9.57,AHP amplitude
11148,Neocortex Martinotti cell,9.97,AHP amplitude
11149,Neocortex Martinotti cell,1.23,spike half-width
11150,Neocortex Martinotti cell,1.11,spike half-width
11151,Neocortex Martinotti cell,-36.19,spike threshold
11152,Neocortex Martinotti cell,-36.13,spike threshold
11153,Neocortex Martinotti cell,56.23,spike amplitude
11154,Neocortex Martinotti cell,56.79,spike amplitude
11155,Neocortex basket cell,0.51,spike half-width
11156,Neocortex basket cell,54.27,spike amplitude
11157,Neocortex basket cell,-43.63,spike threshold
11158,Neocortex basket cell,160.13,input resistance
11159,Neocortex basket cell,17.41,AHP amplitude
11160,Neocortex basket cell,327.98,maximum firing rate
11161,Neocortex basket cell,-56.0,resting membrane potential
11162,Neocortex basket cell,64.6,spike amplitude
11163,Neocortex basket cell,200.0,input resistance
11164,Neocortex basket cell,0.69,spike half-width
11165,Neocortex basket cell,-56.0,resting membrane potential
11166,Neocortex basket cell,185.37,maximum firing rate
11167,Neocortex basket cell,19.87,AHP amplitude
11168,Neocortex basket cell,-43.04,spike threshold
11169,Neocortex layer 4 stellate cell,86.1,spike amplitude
11170,Neocortex layer 4 stellate cell,46.2,spike peak
11171,Neocortex layer 4 stellate cell,-53.0,spike threshold
11172,Neocortex layer 4 stellate cell,102.3,membrane time constant
11173,Neocortex layer 4 stellate cell,3165.0,first spike latency
11174,Neocortex layer 4 stellate cell,-80.9,resting membrane potential
11175,Neocortex layer 4 stellate cell,557.0,input resistance
11176,Other,0.63,spike half-width
11177,Other,1.6,AHP duration
11178,Other,138.8,input resistance
11179,Other,46.8,FI slope
11180,Other,18.8,membrane time constant
11181,Hippocampus CA3 lacunosum moleculare neuron,-60.0,resting membrane potential
11182,Hippocampus CA3 pyramidal cell,-65.8,resting membrane potential
11183,Other,-61.3,resting membrane potential
11184,Hippocampus CA3 basket cell,-58.5,resting membrane potential
11185,Hippocampus CA3 trilaminar neuron,-61.2,resting membrane potential
11186,Neocortex pyramidal cell layer 5-6,4.0,sag ratio
11187,Neocortex pyramidal cell layer 5-6,-78.0,resting membrane potential
11188,Neocortex pyramidal cell layer 5-6,-78.0,resting membrane potential
11189,Neocortex pyramidal cell layer 5-6,173.0,input resistance
11190,Neocortex pyramidal cell layer 5-6,77.0,input resistance
11191,Neocortex pyramidal cell layer 5-6,13.0,sag ratio
11192,Neocortex pyramidal cell layer 5-6,-77.0,resting membrane potential
11193,Neocortex pyramidal cell layer 5-6,6.0,sag ratio
11194,Neocortex pyramidal cell layer 5-6,188.0,input resistance
11195,Other,0.84,spike half-width
11196,Other,-3.1,AHP amplitude
11197,Neocortex basket cell,3.6,AHP amplitude
11198,Other,-45.5,spike threshold
11199,Other,13.1,membrane time constant
11200,Other,154.7,input resistance
11201,Other,4.3,AHP amplitude
11202,Other,0.6,adaptation ratio (1 – first/last ISI)
11203,Other,-65.5,resting membrane potential
11204,Neostriatum medium spiny neuron,138.39,input resistance
11205,Neostriatum medium spiny neuron,12.98,membrane time constant
11206,Neostriatum medium spiny neuron,191.42,rheobase
11207,Neostriatum medium spiny neuron,82.23,spike amplitude
11208,Neostriatum medium spiny neuron,-42.42,spike threshold
11209,Neostriatum medium spiny neuron,1.16,spike half-width
11210,Neostriatum medium spiny neuron,82.55,spike amplitude
11211,Neostriatum medium spiny neuron,-41.94,spike threshold
11212,Neostriatum medium spiny neuron,164.2,input resistance
11213,Neostriatum medium spiny neuron,1.1,spike half-width
11214,Neostriatum medium spiny neuron,139.1,rheobase
11215,Neostriatum medium spiny neuron,13.85,membrane time constant
11216,Neostriatum medium spiny neuron,0.77,spike half-width
11217,Neostriatum medium spiny neuron,78.77,spike amplitude
11218,Neostriatum medium spiny neuron,5.16,membrane time constant
11219,Neostriatum medium spiny neuron,-44.29,spike threshold
11220,Neostriatum medium spiny neuron,96.44,input resistance
11221,Neostriatum medium spiny neuron,78.5,spike amplitude
11222,Neostriatum medium spiny neuron,-42.73,spike threshold
11223,Neostriatum medium spiny neuron,85.26,input resistance
11224,Neostriatum medium spiny neuron,0.75,spike half-width
11225,Neostriatum medium spiny neuron,268.74,rheobase
11226,Neostriatum medium spiny neuron,355.39,rheobase
11227,Neostriatum medium spiny neuron,5.98,membrane time constant
11228,Other,29.7,AHP amplitude
11229,Other,32.1,AHP amplitude
11230,Other,7.1,spontaneous firing rate
11231,Other,8.3,spontaneous firing rate
11232,Other,0.64,spike half-width
11233,Other,0.44,spike half-width
11234,Other,0.57,spike half-width
11235,Other,9.4,spontaneous firing rate
11236,Other,77.4,spike amplitude
11237,Other,74.6,spike amplitude
11238,Other,64.5,spike amplitude
11239,Other,650.1,input resistance
11240,Other,662.9,input resistance
11241,Other,31.5,cell capacitance
11242,Other,30.4,cell capacitance
11243,Other,744.5,input resistance
11244,Other,30.1,AHP amplitude
11245,Other,44.3,cell capacitance
11246,Other,0.54,spike half-width
11247,Other,29.1,AHP amplitude
11248,Other,7.4,spontaneous firing rate
11249,Other,76.9,spike amplitude
11250,Other,572.9,input resistance
11251,Other,47.6,cell capacitance
11252,Hippocampus CA1 IS-I neuron,969.6,spike half-width
11253,Hippocampus CA3 oriens interneuron,1021.7,spike half-width
11254,Hippocampus CA3 pyramidal cell,1.0,sag ratio
11255,Hippocampus CA1 IS-I neuron,0.95,sag ratio
11256,Hippocampus CA1 IS-I neuron,10.5,firing frequency
11257,Hippocampus CA3 oriens interneuron,-67.9,resting membrane potential
11258,Hippocampus CA1 IS-I neuron,-57.9,resting membrane potential
11259,Hippocampus CA3 oriens interneuron,0.99,sag ratio
11260,Hippocampus CA3 pyramidal cell,243.2,cell capacitance
11261,Hippocampus CA3 oriens interneuron,267.0,cell capacitance
11262,Hippocampus CA1 IS-I neuron,111.6,cell capacitance
11263,Hippocampus CA3 pyramidal cell,30.3,membrane time constant
11264,Hippocampus CA3 oriens interneuron,38.3,membrane time constant
11265,Hippocampus CA3 pyramidal cell,-75.0,resting membrane potential
11266,Hippocampus CA3 oriens interneuron,143.8,input resistance
11267,Hippocampus CA1 IS-I neuron,236.2,input resistance
11268,Hippocampus CA1 IS-I neuron,25.3,membrane time constant
11269,Hippocampus CA3 pyramidal cell,725.8,spike half-width
11270,Hippocampus CA3 pyramidal cell,125.3,input resistance
11271,Other,-46.9,resting membrane potential
11272,Other,4.3,firing frequency
11273,Other,1081.0,spike half-width
11274,Other,0.98,sag ratio
11275,Other,72.2,cell capacitance
11276,Other,25.4,membrane time constant
11277,Other,369.8,input resistance
11278,Other,-31.06,spike threshold
11279,Other,-27.36,spike threshold
11280,Other,-24.06,spike threshold
11281,Other,-61.82,resting membrane potential
11282,Other,-64.91,resting membrane potential
11283,Other,-25.66,AHP amplitude
11284,Other,-24.14,AHP amplitude
11285,Other,1.98,spike half-width
11286,Other,2.22,spike half-width
11287,Other,-52.13,resting membrane potential
11288,Other,45.3,spike amplitude
11289,Other,-29.0,AHP amplitude
11290,Other,68.94,spike amplitude
11291,Other,1.78,spike half-width
11292,Other,70.37,spike amplitude
11293,Neocortex uncharacterized cell,92.1,spike max rise slope
11294,Neocortex uncharacterized cell,-38.7,spike threshold
11295,Neocortex uncharacterized cell,-38.4,spike threshold
11296,Neocortex uncharacterized cell,116.5,spike max rise slope
11297,Neocortex uncharacterized cell,124.8,spike max rise slope
11298,Neocortex uncharacterized cell,119.5,spike max rise slope
11299,Neocortex uncharacterized cell,-38.3,spike threshold
11300,Neocortex uncharacterized cell,-38.8,spike threshold
11301,Neocortex uncharacterized cell,124.5,spike max rise slope
11302,Neocortex uncharacterized cell,112.6,spike max rise slope
11303,Neocortex uncharacterized cell,-39.0,spike threshold
11304,Neocortex uncharacterized cell,-37.9,spike threshold
11305,"Globus pallidus, external segment neuron",64.4,cell capacitance
11306,"Globus pallidus, external segment neuron",31.7,spike peak
11307,"Globus pallidus, external segment neuron",1.19,spike half-width
11308,"Globus pallidus, external segment neuron",256.0,spike max rise slope
11309,"Globus pallidus, external segment neuron",193.0,spike max rise slope
11310,"Globus pallidus, external segment neuron",-73.6,AHP voltage
11311,"Globus pallidus, external segment neuron",32.7,spike peak
11312,"Globus pallidus, external segment neuron",-68.4,AHP voltage
11313,"Globus pallidus, external segment neuron",-40.6,spike threshold
11314,"Globus pallidus, external segment neuron",-47.3,spike threshold
11315,"Globus pallidus, external segment neuron",-50.0,spike threshold
11316,"Globus pallidus, external segment neuron",-52.7,spike threshold
11317,"Globus pallidus, external segment neuron",52.1,cell capacitance
11318,"Globus pallidus, external segment neuron",70.0,cell capacitance
11319,"Globus pallidus, external segment neuron",339.0,input resistance
11320,"Globus pallidus, external segment neuron",236.0,input resistance
11321,"Globus pallidus, external segment neuron",175.0,input resistance
11322,"Globus pallidus, external segment neuron",343.0,input resistance
11323,"Globus pallidus, external segment neuron",453.0,spike max rise slope
11324,"Globus pallidus, external segment neuron",38.6,spike peak
11325,"Globus pallidus, external segment neuron",37.2,spike peak
11326,"Globus pallidus, external segment neuron",284.0,spike max rise slope
11327,"Globus pallidus, external segment neuron",-66.3,AHP voltage
11328,"Globus pallidus, external segment neuron",126.6,cell capacitance
11329,"Globus pallidus, external segment neuron",-68.6,AHP voltage
11330,"Globus pallidus, external segment neuron",0.73,spike half-width
11331,"Globus pallidus, external segment neuron",0.47,spike half-width
11332,"Globus pallidus, external segment neuron",0.69,spike half-width
11333,Neocortex Martinotti cell,-41.9,spike threshold
11334,Neocortex Martinotti cell,0.41,spike half-width
11335,Neocortex Martinotti cell,64.9,spike amplitude
11336,Neocortex basket cell,550.0,rheobase
11337,Neocortex Martinotti cell,204.4,rheobase
11338,Neocortex basket cell,-42.4,spike threshold
11339,Neocortex basket cell,8.2,membrane time constant
11340,Neocortex Martinotti cell,8.8,membrane time constant
11341,Neocortex basket cell,22.4,AHP amplitude
11342,Neocortex basket cell,71.3,input resistance
11343,Neocortex basket cell,60.7,spike amplitude
11344,Neocortex Martinotti cell,-65.3,resting membrane potential
11345,Neocortex basket cell,0.23,spike half-width
